NCT_ID,Drug_Clean,Disease,plausibility,primary_target,causal_chain,leak_check
NCT04338269,cabozantinib,Cell Carcinoma,60.0,"Multi-target receptor tyrosine kinase inhibitor (MET, VEGFR2, AXL, RET)","Inhibition of VEGFR2-driven angiogenesis plus MET/AXL signaling -> blocks tumor vascular supply and pro-survival/invasion drivers in carcinoma. 'Cell Carcinoma' is vague but in renal/hepatocellular and many carcinomas the VEGFR/MET axis is a validated oncogenic/angiogenic driver, putting the target on a real causal pathway. Direct anti-tumor mechanism, though benefit depends on which carcinoma the angiogenic/MET axis actually drives.",clean
NCT04471428,cabozantinib,Lung Cancer,48.0,"Multi-target receptor tyrosine kinase inhibitor (MET, VEGFR2, AXL, RET)","MET/VEGFR2/AXL inhibition -> blocks angiogenesis and oncogenic RTK signaling -> in unselected lung cancer, MET/AXL are drivers only in a minority; broad anti-angiogenic effect gives modest, non-curative benefit in NSCLC unless MET/RET-altered",clean
NCT04456699,capecitabine,Metastatic Colorectal Cancer,82.0,Thymidylate synthase (5-FU active metabolite),Capecitabine -> 5-FU -> TS inhibition -> DNA synthesis blockade -> cytotoxicity. Metastatic colorectal cancer is the canonical fluoropyrimidine indication; 5-FU/capecitabine is the foundational backbone. Mechanism directly on the tumor proliferation driver.,clean
NCT04882241,capecitabine,Gastric Cancer; Gastroesophageal Junction Cancer,78.0,Thymidylate synthase (5-FU prodrug),5-FU cytotoxic antimetabolite -> gastric/GEJ adenocarcinoma are fluoropyrimidine-responsive; mechanism on the proliferating tumor biology,clean
NCT04429022,celecoxib,"Pain, Postoperative",76.0,COX-2 selective inhibitor,"Postoperative pain: same as acute postop, COX-2-driven prostaglandins are the principal inflammatory pain mediators after surgery; direct mechanistic fit for the analgesic endpoint.",clean
NCT04237090,cetirizine,Breast Cancer; Lung Cancer; Ovarian Cancer; Oesophageal Cancer; Head Cancer Neck; Cervical Cancer; Endometrial Cancer,9.0,Histamine H1 receptor (antagonist),H1 antihistamine -> blocks histamine-mediated allergic signaling -> none of these solid tumors (breast/lung/ovarian/oesophageal/head&neck/cervical/endometrial) are driven by H1 signaling. No credible causal link to tumor proliferation; at best supportive/antiemetic or speculative immune adjunct. Gross mechanism-disease mismatch for an oncology efficacy endpoint.,clean - reasoned from H1 biology vs cancer drivers
NCT04420247,chloroquine,COVID; COVID-19; SARS-CoV 2; Coronavirus; Corona Virus Infection,20.0,Lysosomotropic agent / endosomal pH (also heme polymerase in plasmodium),"Chloroquine -> raises endosomal pH, impairs viral entry/replication in vitro -> proposed antiviral for SARS-CoV-2. But in vivo the endosomal-entry block is not the dominant route for SARS-CoV-2 (TMPRSS2 surface entry), and lysosomal effect is a weak, non-specific node vs the virus's core replication machinery. Plausible-on-paper but peripheral to the actual causal driver in human airway cells.","clean - reasoned from entry biology, not recalling RECOVERY/null trials"
NCT04377711,ciclesonide,COVID-19,33.0,Glucocorticoid receptor (inhaled corticosteroid prodrug),"Inhaled corticosteroid -> broad anti-inflammatory transcriptional effects in airway epithelium -> could blunt COVID-19 airway inflammation. But the GR pathway is a generic downstream anti-inflammatory node, not the causal driver of SARS-CoV-2 disease; effect on a registrational COVID outcome (recovery/hospitalization) via inhaled local steroid is modest and indirect. Peripheral mechanistic fit.","clean - reasoned from steroid mechanism, not recalling trial outcome"
NCT04476030,citalopram,Major Depressive Disorder,78.0,Serotonin transporter (SERT) inhibitor (SSRI),"SSRI -> blocks SERT -> increases synaptic serotonin -> major depressive disorder is mechanistically linked to monoaminergic (serotonergic) signaling deficits. SERT is the validated therapeutic target class for MDD; sits on the accepted causal/therapeutic pathway with a reachable depression-scale endpoint, though the monoamine hypothesis is partial.",clean
NCT04324463,colchicine,Coronavirus; Severe Acute Respiratory Syndrome,42.0,Tubulin -> NLRP3 inflammasome / neutrophil suppression,"Same anti-inflammatory mechanism vs SARS coronavirus disease. Dampens innate inflammatory cascade but not the viral cause; benefit limited to the inflammatory contributory pathway, not the primary driver. Partial fit.",clean
NCT04328480,colchicine,COVID-19,42.0,Tubulin (microtubule polymerization inhibitor) -> NLRP3 inflammasome / neutrophil suppression,"Microtubule disruption -> impaired neutrophil chemotaxis and NLRP3 inflammasome assembly -> reduced IL-1beta-driven inflammation. Severe COVID-19 has a hyperinflammatory component, so anti-inflammatory mechanism is plausibly on a contributory driver, but it does not address viral replication and inflammation is only one arm. Partial, non-dominant node.",clean
NCT04667780,colchicine,COVID-19,42.0,Tubulin (microtubule polymerization inhibitor) -> NLRP3 inflammasome / neutrophil suppression,"Microtubule disruption -> impaired neutrophil chemotaxis and NLRP3 inflammasome assembly -> reduced IL-1beta-driven inflammation. Severe COVID-19 has a hyperinflammatory component, so anti-inflammatory mechanism is plausibly on a contributory driver, but it does not address viral replication and inflammation is only one arm. Partial, non-dominant node.",clean
NCT04509622,cytarabine,Acute Myeloid Leukemia,86.0,"DNA polymerase / nucleoside analog (Ara-C, antimetabolite)",Incorporates into DNA of proliferating myeloblasts -> chain termination -> apoptosis. AML is the canonical cytarabine indication ('7+3' backbone); the antimetabolite mechanism is squarely on the proliferative causal path of myeloid leukemia.,clean
NCT04173494,danazol,Primary Myelofibrosis; Post-polycythemia Vera Myelofibrosis; Post-essential Thrombocythemia Myelofibrosis,40.0,"Attenuated androgen (androgen-receptor agonist; stimulates erythropoiesis, telomerase)","Androgen -> stimulation of erythropoiesis / marrow output -> improvement of myelofibrosis-associated anemia. Danazol does not target the JAK2/MPL/CALR clonal driver of myelofibrosis; it addresses the anemia symptom (a recognized supportive endpoint) rather than the fibrotic/clonal pathophysiology. Real but partial, symptom-level mechanism.",clean
NCT04469465,danicopan,Paroxysmal Nocturnal Hemoglobinuria,85.0,Complement factor D (alternative pathway) inhibitor,"Block factor D -> halt alternative-pathway amplification -> prevent C3b deposition on PNH RBCs -> reduce extravascular (and intravascular) hemolysis. PNH is caused by PIGA-mutant loss of GPI-anchored complement regulators (CD55/CD59), making the alternative complement pathway THE direct causal driver of hemolysis. Factor D sits squarely on that causal loop, especially for residual extravascular hemolysis as add-on to C5 blockade.",clean
NCT04213677,dapagliflozin,Polycystic Ovary Syndrome,38.0,SGLT2 inhibitor,"Glucosuria, weight loss, improved insulin sensitivity -> reduce hyperinsulinemia, which drives ovarian androgen excess in PCOS. PCOS core pathophysiology (insulin resistance -> hyperandrogenism/anovulation) is partly upstream-addressed by improving insulin sensitivity, but SGLT2i is a weaker insulin-sensitizer than the primary driver node (it lowers glucose, not insulin resistance directly); partial mechanistic fit on a reproductive/metabolic endpoint.",clean
NCT04564742,dapagliflozin,Acute Myocardial Infarction; Heart Failure,62.0,SGLT2 (sodium-glucose cotransporter 2) inhibitor,"Block renal glucose/sodium reabsorption -> natriuresis, plasma volume reduction, improved cardiac energetics/afterload, reduced congestion. In acute MI + heart failure, SGLT2i act on hemodynamic/neurohormonal and cardiorenal congestion pathways central to HF pathophysiology; mechanism is on the causal congestion/remodeling path though benefit on hard endpoints in acute post-MI is less established than chronic HFrEF.",clean
NCT04634500,dapagliflozin,Type 2 Diabetes,85.0,SGLT2 inhibitor,Renal glucose excretion -> insulin-independent plasma glucose lowering. Type 2 diabetes -> directly on the hyperglycemia causal driver (HbA1c reachable).,clean
NCT04476030,desvenlafaxine,Major Depressive Disorder,78.0,"Serotonin and norepinephrine reuptake transporters (SERT/SLC6A4, NET/SLC6A2)",SNRI inhibits monoamine reuptake -> elevated 5-HT/NE signaling -> directly engages the monoamine-deficiency mechanism central to MDD; class-validated antidepressant mechanism on a registrational depression-rating endpoint,clean
NCT04189107,dexamethasone,"Analgesia; Surgery; Cancer of Head and Neck; Oropharyngeal Cancer; Carcinoma of Unknown Primary; Pain, Postoperative; Postoperative Pain",55.0,Glucocorticoid receptor (NR3C1),"GR agonism -> suppression of inflammatory cytokines/edema and antiemetic effect -> perioperative analgesia/PONV is an adjunctive symptomatic target; benefit on postoperative pain endpoint is real but modest/peripheral, not disease-modifying",clean
NCT04509973,dexamethasone,Covid19; Hypoxia,82.0,Glucocorticoid receptor (NR3C1),"GR agonism -> suppression of hyperinflammatory cytokine response causing hypoxemic respiratory failure -> COVID-19 with hypoxia; this is the population where the inflammatory driver dominates, steroid squarely on-pathway",clean
NCT04640168,dexamethasone,COVID-19,80.0,Glucocorticoid receptor (NR3C1),"GR agonism -> broad suppression of hyperinflammatory cytokine cascade -> severe COVID-19 lung injury is driven by dysregulated host inflammation/cytokine release; steroid directly targets that causal immunopathology, reaching a mortality/respiratory endpoint",clean
NCT04890626,dexamethasone,SARS-CoV-2 Infection,74.0,Glucocorticoid receptor (NR3C1) agonist,GR agonism -> suppression of the hyperinflammatory/cytokine-driven lung injury in severe SARS-CoV-2 -> attenuates immunopathology that drives mortality in severe disease. Targets the dominant inflammatory driver of severe COVID outcomes. On-mechanism.,"clean — scored on cytokine-driven immunopathology mechanism only, not on knowledge of trial outcome"
NCT05195242,dexamethasone,COVID-19; Thrombosis Embolism; Bleeding,68.0,Glucocorticoid receptor (NR3C1),"GR agonism -> dampens cytokine-driven inflammatory and procoagulant endothelial injury -> COVID-19 with thrombosis/bleeding; the inflammatory component is causally addressed, though the thrombotic/bleeding axis is only indirectly modified",clean
NCT04406649,dihydroergotamine,migraine,85.0,"5-HT1B/1D agonist (also 5-HT1F, broad adrenergic/dopaminergic) — cranial vasoconstriction + trigeminal CGRP/neuropeptide suppression","5-HT1B/1D agonism -> cranial vasoconstriction and inhibition of trigeminovascular neuropeptide release -> abortion of migraine attack. Trigeminovascular activation is the core migraine driver; DHE acts directly on it. Long-established acute migraine mechanism, endpoint (headache relief) reachable.",clean
NCT04237090,diphenhydramine,Breast Cancer; Lung Cancer; Ovarian Cancer; Oesophageal Cancer; Head Cancer Neck; Cervical Cancer; Endometrial Cancer,10.0,H1 histamine receptor antagonist (anticholinergic),"H1/anticholinergic activity used as antiemetic/premedication/antihistamine in oncology supportive care — not an anti-tumor mechanism. Against the cancer disease itself, H1 blockade has no credible causal link to tumor growth/survival endpoints. As supportive care it is off-mechanism for a cancer registrational endpoint. Scored as primary agent vs the listed cancers: gross target-disease mismatch.","clean — supportive-care drug paired with cancer indications; scored on tumor-mechanism mismatch, not on outcome knowledge"
NCT04166331,dobutamine,Sepsis,44.0,Beta-1 adrenergic agonist (inotrope; some beta-2/alpha-1),"Beta-1 agonism -> increased myocardial contractility/cardiac output. In sepsis, hypoperfusion is multifactorial (vasoplegia, microcirculatory dysfunction, sometimes myocardial depression); inotropy addresses the cardiac-output contributor but not the core septic vasodilatory/inflammatory driver and may worsen demand. Hits a contributing node, modest alignment with a mortality/perfusion endpoint.",clean
NCT04476030,duloxetine,Major Depressive Disorder,80.0,SERT and NET (serotonin-norepinephrine reuptake inhibitor),Dual reuptake inhibition raises synaptic 5-HT and NE -> monoaminergic deficit is the validated proximal-driver hypothesis for major depression; SNRI class is squarely on the established neurochemical path to antidepressant efficacy on standard depression scales.,clean
NCT04157751,empagliflozin,Heart Failure,80.0,SGLT2 in renal proximal tubule,"SGLT2 inhibition -> diuresis/natriuresis, reduced preload/afterload, improved myocardial energetics and reduced congestion -> directly modifies HF pathophysiology across EF spectrum; validated disease-modifying mechanism for heart failure",clean
NCT04233801,empagliflozin,Type 2 Diabetes,85.0,SGLT2 in renal proximal tubule,"SGLT2 inhibition -> glucosuria lowers plasma glucose -> directly corrects the central hyperglycemia of T2DM; insulin-independent, well-matched to the disease driver",clean
